contact_uuid,"NPS Question: Based on your experience on your current or most recent assignment, how likely would you be to
recommend [brand] to a friend or colleague?",Comment,Com_code v2,Labels,Class_Label
tbe9bcbcebaa1479ead3cadc71d6112dc,0,Never responded to calls or emails and pay was never on time,Lack of Responsiveness,neg,0
t393d405fd01a40a79f6e91c8de01bd0c,3,I don’t feel like I actually have a manager or someone who is paying attention to what I do. The only benefit is that I have a system to log hours into and I get paid.,Poor job fit/experience,neg,0
tcaa12072df6b41cfab94b030d7da0f17,0,"I had little to no contact with Addeco during the onboarding process, due to lack of communication by the agent I worked with. Adecco also lied to the manager of the govt department of Dun and Bradstreet and told them ""we were trying to contact them, but they're not picking up"" when in reality, none of the people in my training class had gotten contact at all and someone had no submitted the paperwork for a background check, as they were supposed to do, before they went on vacation. It has been such a terrible experience it makes me never want to think about Addeco ever again and convinced me the company is full of lazy people who won't do their job.",Poor communication,neg,0
t5b84741e21d4469a8eebd83bf5debec2,8,That so far this has been a great company to work for.,Good customer service/experience,pos,1
tcccce913d0bc487eb59847c28b2c6c07,3,Lack of communication,Poor communication,neg,0
t610506d43f734cac91803d445c8b5c87,7,I feel my ratings are accurate based on my experiences with Adecco and the client manager.,Good customer service/experience,pos,1
t251c468863334c98990641116dc05665,7,Current experience,Good customer service/experience,pos,1
tfe6a0a6a93424fb99055db08e893b88f,7,Health insurance was a big factor. The health insurance offered was very expensive,Poor benefits,neg,0
t310a9a0000fd47c9a83a53cbdd0d6ac7,5,"I am honestly responding to them 
I have not gotten any recent jobs although I check in frequently",Poor service/experience,neg,0
tfc59b0b6b20442cea877ab77eda8a4c4,6,"I have only met my program manager in person when I turned in my I-9 documentation upon hire.  Very little proactive communication from Adecco, but responsive when I have a question.  I still don't know the ""benefits"" of working for Adecco.",Lack of Responsiveness,neg,0
t595105f87de04c988f2fb1b5e2e2eb2a,1,No communication whatsoever! The Sandy Springs office never answers the phone. You leave message after message and they NEVER return your call.,Poor communication,neg,0
tb799b90502ae4610a949c31d6f86abf1,3,"We aren't paid properly, ever. It's really concerning that we never see the right amount on our checks, each week.",Problems with payroll,neg,0
tf4e45968016e4cd192f77a9eae97e8a7,7,"It was all and all a great job, just wasn’t enough hours for me",Found me a job,pos,1
t60991de17357465c8756015bf6404a11,8,I don't have any issues with adecco everything has been fine,Good customer service/experience,pos,1
t698b19f971584f34b38838e7131714e0,8,To provide Honest feedback as requested .,Good customer service/experience,pos,1
t5db110099ce44e01aa34a783efd0ed55,8,The original recruiter stephanie did not relay all the information needed. Luckily another recruiter jill stepped in and took care of everything!,Good communication,pos,1
t023ad6ce5f16469d8515c6bc13323a0f,5,"Within just 2 weeks when I was still being trained, my Adecco account manager called me to tell me I was not needed any more.",Poor job fit/experience,neg,0
t274602e980354cf39e52e0c97c60eb60,0,"Did not get accurate job description of the job.
I do not get the attention I need when contacting the office.",Poor communication,neg,0
tb1a838b8d11a4e60938ef1d4fc79477e,2,"Many issues were faced that were not handled in a timely manner, and remain to be open and recurring a year later.",Lack of Responsiveness,neg,0
te131b454a1d04377ac51a44432b009c4,3,The basics were given on day one.  The most important information came as I was fired months after I started.  The rules were not given for the line.  I was early every single day of work.  The person in charge moved me to another line and did not tell me that there was a different break period on that line.  I was moved many times and not told anything.,Poor communication,neg,0
tb974cde5eef3413d94b2a44bb11904d4,8,To give honest ratings/feedback to Adecco,Good customer service/experience,pos,1
t85a540fcb2b5410ea0f5f0e0a15c693d,8,"Adecco did a great job, I just needed a full time job with benefits.",Poor benefits,neg,0
t647b25c7593542389d4ddb774fd7b0c4,0,"Don't believe it was a good fit but was forced to take the assignment anyway. Jessica low balled my pay($14-16) based on my past experience and pay $16 is appropriate. She said if I didn't miss days and was on time that would cgange after 30 day's. Because the company needs dedicated ppl. The training methods were horrible. Addecco staff agreed and stated it's been a concern in the past ""but you can do it."" I was sooo over it by then!
After being told if it's not a good fit I would be placed elsewhere.",Poor job fit/experience,neg,0
tef902aaad5c64f2c8211a8b43be86e25,7,They reflect my experience as I recall it.,Good customer service/experience,pos,1
t339298f2e8b449c6beebbcf996f84297,8,"To give my honest opinion, to the questions I was asked.",Good customer service/experience,pos,1
t21aa3f3760c241a09ea458a0ce4cfe6e,2,"Disorganized and uninformed 
Weak or no follow through 
Never answer phones always voice mail",Poor communication,neg,0
tf8eb7688db70443fb6cbe05a9e57d7b0,8,This is an honest opinion on the services provided by your office.,Good customer service/experience,pos,1
tcd3152aca2564cf99143334660c478ef,6,Not enough guidance following the bootcamp class,Poor job fit/experience,neg,0
t3646b509bfbb40b9bf265dcb956bbd26,0,"Pay was advertised as $13.27 per hour, was really $10.00 per hour. Job was described as clerical, filing and copying, was much more physical.",Poor pay,neg,0
tbca711eb1ca2431ab244109cd7f0461d,8,"No complaints, but not really involved with Adecco on day to day basis.",Good customer service/experience,pos,1
tb27097d041254217a106423b23f9a09b,8,they are initiative and friendly,Helpful/caring staff,pos,1
t7550bab5ed314991a71f295b7f95a07d,6,"At times I don't get response, or I get people who don't know what is going on.",Lack of Responsiveness,neg,0
t90e48a4e315643dbacba547d736a99e2,8,THEY ARE HONEST,Good customer service/experience,pos,1
t2a6e30a93f1a4a21a86f8bf811291023,0,I WAS TREATED UNFAIRLY,Poor job fit/experience,neg,0
t4c78030cb99f4db8b39449783b24b2a4,8,"great company, was treated great",Good customer service/experience,pos,1
t366141cebc6e4cb8bf806cbb43c81c2a,7,"The job was great, I did was was expected of me, and management did what was expected of them. The addeco manager was very into asking questions about us, the job, and what we needed to do. We were all well informed",Found me a job,pos,1
t29921ef88d7c4c7cb9703c01ed6732a5,5,Contractors are treated as a flexible work force therefore I spent a significant time working with another department instead of what I was hired to do.,Poor job fit/experience,neg,0
t33a0746903da468d81d8b764a735e1f6,6,My experience with adecco and the employer i have been assigned to has had more negative than positive.,Poor service/experience,neg,0
t5aac45aa3eba4b72a0ca0675f76a8521,1,"Adecco is NOT user friendly to those of us who either do not have a computer or smart phone, or are not very computer smart.  I have had problems getting paid, and told that I can drive 45 miles to get my check if I want it. It seems that many of your office staff are misinformed, or just do not care.",Poor service/experience,neg,0
tae427fc9f8b4401ba18bf1265bd94140,8,I have been satisfied with my experience with Adecco thus far.,Good customer service/experience,pos,1
t6de6f27c0b564ebd90b9e0f84d083214,7,No one at the Frankfort office answers and I’m still waiting for them to send over my hours switching and lowering to the housing authority.,Lack of Responsiveness,neg,0
t01eced5786234578a092609d0020ca03,8,adecco has been a great place to work for. they are responsive and work to help with any issues that come up.,Good responsiveness ,pos,1
t3e9ffa176235475ca57413384530ecca,8,"Have observed
Have experienced personally
Honest evaluation for Adecco’s guidance 
   on employment/recruiting process",Good customer service/experience,pos,1
tdc0e38dc09bb46c6bae5cc7c8f63e1f8,7,Good communication with management.,Good communication,pos,1
ta624d5e8fa9b4e76b388bc03ed04a244,6,Great place to work just have a shortage of people needed,Lack of good/appropriate jobs,neg,0
tb69383f219384f938dcb24b965105b2a,0,The email I received about staying until 6:30 Ik it’s not optional but it’s hard to work that late and do anything when you get home because a lot of people other then myself live 30+ minutes away but I’m grateful for always having work and a check to support my family that’s my only complaint I’ve had from 2+ years with adecco,Poor communication,neg,0
tc5a30fefbc3648b681e8fb2fa8e6e7a3,3,Just by experience,Poor service/experience,neg,0
t29cc46ef7e024be7ae2bd03eac58acdc,0,"Working with Adecco was the worst experience I have EVER had with an agency. There was some sort of problem every step of the way, but leaving to work directly for Zoetis was beyond the pale.
I got an email from someone at Adecco that I'd never heard of, she said Zoetis wanted a copy of my GED. Zoetis had already received it 3 times, and I told her so. She told me they wanted her to send them a copy also. I told her I'd already packed it away in my garage, tryin to let her know I had no interest in digging it out. She pressed the issue. I told her she shouldn't need it because I was leaving Adecco. Then she followed up a few days later about it. This time she said Adecco wanted it, that giving her a copy would put me in compliance and make onboarding at Zoetis smoother. 
I showed this transaction to Joe Borjon, the manufacturing manager. He had to get involved, sent a digital copy of my GED to a group email, and basically called them all out on their lack of professionalism.",Poor service/experience,neg,0
